,BRAND,PRICE,DEPRE_VALUE_PER_YEAR,MILEAGE_KM,MANUFACTURED_YEAR,TRANSMISSION,OMV,COE_FROM_SCRAPE_DATE,DAYS_OF_COE_LEFT,ENGINE_CAPACITY_CC,CURB_WEIGHT_KG,NO_OF_OWNERS,VEHICLE_TYPE
8296,1,218000.0,181140.0,35000.0,2012,0,145175.0,93004.0,278.0,4735.0,1610.0,3.0,5
8297,29,53800.0,11890.0,108000.0,2015,0,18451.0,58801.0,1342.0,1998.0,1353.0,2.0,3
8298,48,44800.0,7180.0,200000.0,2008,0,15019.0,38192.0,2255.0,1496.0,1200.0,4.0,3
8300,29,49800.0,11900.0,99394.0,2015,0,17996.0,57089.0,1313.0,1496.0,1321.0,2.0,3
8303,48,126800.0,13430.0,10000.0,2019,0,24639.0,42000.0,3287.0,1496.0,1360.0,1.0,2
8304,32,11800.0,9160.0,138000.0,2008,0,16230.0,19107.0,458.0,1499.0,1313.0,5.0,3
8306,31,191800.0,20200.0,73800.0,2019,0,55854.0,41361.0,2804.0,1991.0,1640.0,1.0,1
8308,31,286988.0,34020.0,75500.0,2018,0,103294.0,42661.0,2229.0,2996.0,1955.0,1.0,1
8309,38,438800.0,47870.0,43777.0,2011,0,207366.0,47316.0,3323.0,3800.0,1660.0,3.0,5
8311,2,178800.0,20780.0,38500.0,2019,0,43627.0,47000.0,2650.0,1984.0,1795.0,2.0,4
8312,32,65800.0,11780.0,112000.0,2016,0,23701.0,56000.0,1643.0,2360.0,1530.0,2.0,4
8315,49,85800.0,11110.0,58355.0,2018,0,19897.0,25501.0,2464.0,1395.0,1270.0,1.0,0
8316,14,121800.0,15530.0,48000.0,2018,0,28338.0,30959.0,2464.0,2356.0,1776.0,1.0,2
8317,14,145800.0,15550.0,12588.0,2018,0,28057.0,35889.0,3041.0,1496.0,1740.0,1.0,2
8322,14,14800.0,8660.0,160000.0,2008,0,12494.0,14835.0,609.0,1339.0,1010.0,4.0,0
8325,48,85888.0,19480.0,166266.0,2015,0,28322.0,60001.0,1308.0,2493.0,1940.0,1.0,2
8327,38,368888.0,41780.0,23000.0,2019,0,85339.0,43102.0,2650.0,1988.0,1365.0,1.0,5
8328,3,78800.0,18900.0,116000.0,2014,0,46022.0,74000.0,1009.0,1997.0,1615.0,1.0,1
8329,40,155888.0,17810.0,22000.0,2019,0,30425.0,39728.0,2834.0,1798.0,1430.0,2.0,5
8331,46,75800.0,10450.0,183800.0,2008,0,25968.0,39563.0,2624.0,1994.0,1520.0,3.0,2
8332,3,196800.0,22600.0,45000.0,2017,0,58412.0,31301.0,2226.0,1998.0,1615.0,1.0,1
8335,3,177988.0,15760.0,35.0,2021,0,40515.0,86001.0,3532.0,1499.0,1435.0,1.0,4
8337,31,77800.0,21740.0,75000.0,2014,0,32861.0,72890.0,763.0,1595.0,1425.0,3.0,1
8341,23,103900.0,17280.0,30000.0,2016,0,37509.0,56206.0,1709.0,1998.0,1620.0,2.0,1
8349,48,50888.0,6710.0,139000.0,2008,0,18224.0,29485.0,2743.0,1496.0,1200.0,4.0,3
8351,14,91988.0,9840.0,16906.0,2019,0,17695.0,33520.0,3070.0,1497.0,1096.0,1.0,3
8352,1,900000.0,81850.0,6500.0,2019,0,303207.0,40101.0,2832.0,5204.0,1945.0,2.0,5
8356,3,142800.0,13830.0,700.0,2020,0,34989.0,36534.0,2921.0,1499.0,1490.0,1.0,2
8360,20,38800.0,9500.0,107000.0,2010,0,14644.0,20699.0,1469.0,1591.0,1287.0,3.0,0
8361,3,189500.0,41460.0,35500.0,2014,0,75420.0,75000.0,1191.0,2979.0,1790.0,4.0,5
8365,3,37000.0,13850.0,92600.0,2013,0,29936.0,74002.0,635.0,1598.0,1310.0,3.0,0
8367,32,59888.0,8440.0,83789.0,2018,0,13355.0,28199.0,2464.0,1193.0,940.0,2.0,3
8368,49,95800.0,13220.0,34419.0,2017,0,19857.0,33420.0,2345.0,1197.0,1340.0,2.0,0
8370,31,206800.0,18610.0,88.0,2019,0,37869.0,82001.0,3287.0,1332.0,1410.0,1.0,1
8371,31,211988.0,20250.0,652.0,2021,0,34709.0,56001.0,3440.0,1332.0,1485.0,1.0,4
8372,49,66888.0,10640.0,77000.0,2015,0,21922.0,51600.0,1894.0,1390.0,1417.0,2.0,3
8374,31,33800.0,28120.0,72868.0,2012,0,30160.0,69000.0,219.0,1595.0,1485.0,2.0,1
8375,20,49800.0,11670.0,99157.0,2015,0,17831.0,57498.0,1245.0,1591.0,1295.0,2.0,3
8377,34,111880.0,12860.0,8000.0,2020,0,13641.0,35710.0,3079.0,1198.0,1048.0,1.0,0
8379,34,68800.0,11650.0,46000.0,2017,0,18583.0,42801.0,1919.0,1197.0,1285.0,2.0,4
8381,3,63800.0,20280.0,129000.0,2013,0,38825.0,77003.0,730.0,1997.0,1705.0,1.0,4
8384,14,54888.0,11090.0,79000.0,2016,0,16375.0,46009.0,1615.0,1498.0,1046.0,3.0,0
8385,3,108000.0,20770.0,90000.0,2014,0,46460.0,62019.0,1371.0,1997.0,1675.0,3.0,5
8387,2,69688.0,13360.0,76700.0,2016,0,25069.0,50000.0,1645.0,1395.0,1310.0,2.0,1
8388,48,75000.0,22910.0,78000.0,2013,0,39426.0,73810.0,797.0,2362.0,1930.0,2.0,2
8390,2,76888.0,12700.0,55000.0,2017,0,23937.0,46778.0,1983.0,999.0,1275.0,3.0,0
8391,48,67388.0,16040.0,66420.0,2015,0,26978.0,66751.0,1192.0,1986.0,1600.0,1.0,2
8392,4,340000.0,34860.0,64000.0,2011,0,189299.0,66387.0,3533.0,5998.0,2320.0,2.0,5
8393,3,49800.0,20890.0,129500.0,2013,0,42155.0,75000.0,456.0,1997.0,1610.0,1.0,1
8395,3,149999.0,21820.0,58000.0,2017,0,34358.0,42322.0,1856.0,1499.0,1520.0,4.0,5
8396,3,181800.0,16150.0,62.0,2021,0,40515.0,88000.0,3532.0,1499.0,1435.0,1.0,4
8398,38,289800.0,29210.0,17000.0,2019,0,64555.0,35001.0,3046.0,1984.0,1795.0,1.0,4
8399,26,82888.0,14610.0,90000.0,2017,0,22550.0,51600.0,1889.0,1198.0,1175.0,2.0,0
8400,38,145800.0,31950.0,68000.0,2015,0,62120.0,75002.0,1155.0,1984.0,1940.0,2.0,4
8401,2,24800.0,17200.0,88000.0,2011,0,25572.0,63000.0,34.0,1390.0,1125.0,4.0,0
8405,48,79000.0,12370.0,65580.0,2016,0,29570.0,50621.0,1828.0,2494.0,1475.0,2.0,1
8406,14,35800.0,8770.0,140331.0,2006,0,28484.0,50932.0,1469.0,2354.0,1648.0,1.0,2
8410,31,103900.0,13890.0,57600.0,2018,0,27163.0,38001.0,2311.0,1595.0,1425.0,1.0,0
8411,48,111900.0,11570.0,85536.0,2012,0,40743.0,60586.0,3504.0,2362.0,1790.0,1.0,2
8412,31,135800.0,15820.0,45000.0,2018,0,35123.0,30009.0,2645.0,1595.0,1510.0,1.0,1
8413,14,43800.0,11390.0,92000.0,2015,0,14526.0,58700.0,1247.0,1498.0,1046.0,1.0,0
8414,3,153800.0,20990.0,64000.0,2017,0,53315.0,47002.0,2101.0,1998.0,1615.0,2.0,1
8416,49,59988.0,10350.0,90000.0,2016,0,18196.0,44002.0,1948.0,1197.0,1229.0,1.0,0
8423,31,220800.0,20420.0,375.0,2020,0,44479.0,46002.0,3436.0,1332.0,1555.0,1.0,4
8427,48,97800.0,16140.0,59000.0,2016,0,35910.0,56340.0,1708.0,2362.0,1750.0,2.0,2
8430,20,66000.0,8000.0,160000.0,2010,0,16331.0,33568.0,2989.0,1998.0,1268.0,4.0,5
8432,16,68822.0,9700.0,44000.0,2018,0,12477.0,33798.0,2341.0,1591.0,1345.0,1.0,3
8436,31,163800.0,16950.0,24881.0,2019,0,33371.0,33000.0,3105.0,1497.0,1505.0,1.0,1
8437,3,212000.0,61320.0,91000.0,2013,0,119521.0,79000.0,398.0,4395.0,1875.0,1.0,5
8440,48,82800.0,10890.0,50000.0,2018,0,25647.0,36426.0,2284.0,1197.0,1385.0,1.0,4
8442,17,97800.0,12930.0,53700.0,2017,0,33275.0,38801.0,2195.0,1991.0,1644.0,3.0,1
8445,38,152800.0,43260.0,107000.0,2014,0,70618.0,75010.0,858.0,2997.0,1940.0,4.0,4
8447,14,93800.0,10080.0,9700.0,2019,0,21033.0,40556.0,2952.0,1496.0,1130.0,1.0,6
8450,31,780000.0,68570.0,1800.0,2021,0,154723.0,64901.0,3469.0,3982.0,2560.0,1.0,4
8451,3,120000.0,20860.0,75000.0,2016,0,45870.0,57501.0,1585.0,1997.0,1615.0,3.0,1
8452,30,585000.0,96210.0,16888.0,2014,0,309987.0,78004.0,1191.0,3798.0,1474.0,3.0,5
8456,14,84800.0,11250.0,66000.0,2018,0,20645.0,33798.0,2406.0,1597.0,1249.0,2.0,3
8457,38,345000.0,40870.0,62000.0,2018,0,84770.0,30959.0,2197.0,2995.0,1985.0,1.0,4
8458,38,408800.0,42410.0,21111.0,2019,0,109213.0,36001.0,2767.0,2995.0,2105.0,1.0,4
8459,47,127800.0,13060.0,88.0,2020,1,22123.0,50100.0,2923.0,1371.0,970.0,1.0,0
8460,31,170800.0,20270.0,59339.0,2019,0,42557.0,36961.0,2588.0,1991.0,1705.0,1.0,4
8461,16,42800.0,9270.0,81000.0,2016,0,11691.0,43000.0,1127.0,1368.0,1035.0,3.0,3
8464,26,77000.0,18810.0,82823.0,2015,0,27166.0,60101.0,1247.0,1998.0,1175.0,4.0,5
8465,48,48800.0,7300.0,140000.0,2008,0,15568.0,29670.0,2433.0,1496.0,1200.0,2.0,3
8466,2,116800.0,23470.0,71000.0,2016,0,32034.0,57508.0,1585.0,1395.0,1450.0,2.0,1
8467,16,102000.0,10690.0,25000.0,2021,0,21290.0,45600.0,3352.0,1598.0,1280.0,1.0,3
8468,49,118800.0,11970.0,7367.0,2020,0,22377.0,40556.0,2957.0,999.0,1369.0,1.0,4
8469,31,108850.0,21000.0,119852.0,2015,0,48069.0,58109.0,1103.0,1991.0,1465.0,2.0,1
8471,2,55800.0,14100.0,120000.0,2014,0,28957.0,78001.0,1131.0,1798.0,1545.0,2.0,1
8473,2,110900.0,11330.0,26700.0,2020,0,23937.0,37334.0,3136.0,999.0,1200.0,1.0,0
8474,3,155800.0,17500.0,176000.0,2010,0,76205.0,42683.0,2922.0,3999.0,1625.0,3.0,5
8475,18,151800.0,16840.0,19000.0,2019,0,29378.0,32801.0,2920.0,1997.0,1757.0,1.0,4
8476,34,55800.0,9430.0,73000.0,2017,0,17527.0,46778.0,2009.0,1197.0,1265.0,1.0,0
8477,29,54000.0,9660.0,89000.0,2017,0,16004.0,49751.0,1832.0,1496.0,1310.0,2.0,3
8479,38,193888.0,22580.0,70000.0,2011,0,91109.0,34935.0,3108.0,3436.0,1450.0,5.0,5
8482,20,21800.0,8460.0,152394.0,2009,0,14185.0,14743.0,915.0,1591.0,1251.0,4.0,3
8483,48,26000.0,9450.0,235000.0,2009,0,22003.0,19565.0,978.0,1987.0,1380.0,4.0,2
8489,6,50800.0,8360.0,56509.0,2016,0,14303.0,50789.0,1894.0,1598.0,1413.0,1.0,3
8490,14,108800.0,16390.0,180000.0,2008,1,27174.0,32279.0,2407.0,1998.0,1270.0,4.0,5
8492,23,153800.0,20820.0,44000.0,2017,0,47121.0,48011.0,1860.0,1998.0,1755.0,2.0,4
8494,46,58888.0,12810.0,118177.0,2015,0,19741.0,60001.0,1371.0,2498.0,1604.0,1.0,1
8495,31,171800.0,17120.0,11123.0,2020,0,28648.0,45001.0,3318.0,1332.0,1390.0,1.0,1
8497,34,43300.0,10060.0,93000.0,2015,0,16439.0,57498.0,1249.0,1598.0,1205.0,1.0,3
8498,31,172000.0,20470.0,29500.0,2018,0,55386.0,34381.0,2402.0,1991.0,1605.0,1.0,1
8499,32,55800.0,7690.0,121000.0,2009,1,11739.0,27886.0,2624.0,1584.0,1162.0,5.0,3
8501,14,72888.0,9250.0,22003.0,2019,0,16752.0,27895.0,2738.0,1317.0,1030.0,1.0,0
8504,35,82800.0,8790.0,22450.0,2020,0,22638.0,37102.0,3138.0,1341.0,1270.0,1.0,0
8505,6,20288.0,7220.0,132000.0,2009,0,12482.0,15988.0,1000.0,1598.0,1388.0,5.0,3
8506,20,61500.0,9320.0,66000.0,2017,0,12458.0,41400.0,1857.0,1591.0,1295.0,1.0,3
8507,14,69812.0,9970.0,139600.0,2009,0,34796.0,31933.0,2226.0,2354.0,1680.0,4.0,2
8508,3,93800.0,12240.0,118000.0,2009,0,54736.0,37502.0,2772.0,2497.0,1430.0,3.0,5
8513,31,118000.0,14740.0,35000.0,2018,0,31015.0,25556.0,2467.0,1595.0,1430.0,2.0,6
8514,31,45000.0,19000.0,124000.0,2013,0,23222.0,77201.0,398.0,1595.0,1395.0,4.0,0
8515,46,81800.0,13670.0,34000.0,2017,0,13663.0,42275.0,1977.0,1995.0,1591.0,2.0,4
8520,20,112800.0,12110.0,9000.0,2020,0,18003.0,41510.0,3102.0,1353.0,1323.0,1.0,4
8521,19,108800.0,13320.0,30888.0,2018,0,31744.0,30851.0,2466.0,1368.0,1683.0,3.0,4
8522,49,105800.0,13250.0,33389.0,2018,0,25178.0,32200.0,2221.0,1395.0,1288.0,1.0,2
8524,4,260888.0,136930.0,76000.0,2012,0,194644.0,94890.0,425.0,3993.0,2370.0,4.0,5
8526,49,76800.0,11150.0,56000.0,2018,0,18650.0,38830.0,2197.0,999.0,1257.0,1.0,0
8527,14,173800.0,18520.0,21432.0,2020,0,29396.0,32889.0,3074.0,2356.0,1776.0,1.0,2
8531,23,63888.0,9020.0,215215.0,2008,0,37374.0,33018.0,2564.0,2500.0,1625.0,3.0,1
8534,20,58800.0,10170.0,86162.0,2016,0,17973.0,50889.0,1461.0,1591.0,1295.0,2.0,3
8535,3,118800.0,12500.0,57000.0,2011,0,61665.0,58124.0,3435.0,2979.0,1750.0,2.0,5
8536,31,94500.0,15130.0,33000.0,2017,0,23295.0,42900.0,2038.0,1595.0,1395.0,1.0,0
8539,2,138000.0,17030.0,61614.0,2018,0,33731.0,34509.0,2229.0,1984.0,1480.0,1.0,1
8540,49,26000.0,15250.0,110000.0,2013,0,25395.0,61029.0,460.0,1395.0,1288.0,3.0,0
8541,27,167000.0,20030.0,152000.0,2010,0,115600.0,33568.0,3019.0,4691.0,1880.0,5.0,5
8544,3,97000.0,23530.0,118000.0,2014,0,56920.0,65301.0,912.0,1997.0,1700.0,2.0,1
8547,2,88888.0,14820.0,74000.0,2017,0,29400.0,53300.0,1832.0,1395.0,1355.0,1.0,4
8548,16,93800.0,10540.0,23505.0,2019,0,18277.0,32699.0,2929.0,1353.0,1240.0,1.0,0
8551,2,82777.0,12730.0,88000.0,2017,0,35764.0,46489.0,1891.0,999.0,1315.0,3.0,4
8557,17,147800.0,22300.0,49000.0,2016,0,70163.0,58201.0,1611.0,5552.0,2815.0,2.0,4
8560,2,89800.0,12550.0,43000.0,2018,0,24716.0,37000.0,2222.0,999.0,1280.0,2.0,1
8561,31,149800.0,29370.0,138000.0,2014,0,99017.0,72990.0,913.0,2996.0,1935.0,2.0,1
8562,22,123888.0,12920.0,97415.0,2011,0,53086.0,58124.0,3473.0,1999.0,1720.0,3.0,4
8570,31,195800.0,20480.0,37000.0,2018,0,54714.0,40101.0,2825.0,1991.0,1615.0,1.0,1
8571,3,127900.0,28220.0,85000.0,2013,0,90052.0,84504.0,765.0,2979.0,1750.0,3.0,1
8572,50,61822.0,11880.0,24726.0,2016,0,22879.0,53000.0,1584.0,1498.0,1450.0,1.0,0
8573,48,65800.0,12070.0,102275.0,2016,0,29296.0,46502.0,1469.0,2494.0,1475.0,3.0,1
8576,27,157000.0,43590.0,137000.0,2014,0,84251.0,84100.0,795.0,2979.0,1875.0,2.0,1
8578,3,105000.0,11250.0,219000.0,2011,0,60060.0,53932.0,3383.0,2979.0,1805.0,4.0,4
8579,21,753000.0,91430.0,29000.0,2018,0,188411.0,33420.0,2379.0,3996.0,2320.0,2.0,4
8580,38,318800.0,203170.0,29000.0,2012,0,132183.0,91910.0,433.0,3436.0,1525.0,3.0,5
8581,31,70800.0,9550.0,176348.0,2009,0,33915.0,42885.0,2682.0,1796.0,1505.0,4.0,1
8585,26,59988.0,17870.0,41800.0,2014,0,18812.0,68589.0,1162.0,1198.0,1120.0,2.0,0
8587,3,130888.0,15170.0,49000.0,2019,0,35730.0,52502.0,2621.0,1499.0,1430.0,2.0,4
8591,20,60800.0,10260.0,74988.0,2016,0,17567.0,50789.0,1830.0,1591.0,1295.0,2.0,3
8592,14,73800.0,8810.0,18241.0,2019,0,16688.0,30000.0,2589.0,1317.0,1030.0,1.0,0
8595,26,100800.0,15290.0,52013.0,2017,0,29552.0,49996.0,2042.0,1499.0,1320.0,2.0,0
8596,38,348000.0,35980.0,83900.0,2012,0,127186.0,60586.0,3504.0,3436.0,1475.0,6.0,5
8597,29,49888.0,12000.0,52900.0,2015,0,15091.0,57301.0,1338.0,1496.0,1321.0,1.0,3
8598,31,69800.0,12310.0,157000.0,2007,0,96185.0,50451.0,2044.0,3498.0,1850.0,4.0,1
8599,48,66800.0,11460.0,75000.0,2016,0,19990.0,50889.0,1492.0,1598.0,1215.0,2.0,3
8600,48,57800.0,11520.0,66300.0,2016,0,20969.0,53334.0,1646.0,1496.0,1320.0,2.0,2
8601,48,78800.0,8600.0,111000.0,2011,0,37052.0,47316.0,3323.0,2362.0,1750.0,2.0,2
8602,31,50888.0,18670.0,110024.0,2014,0,27461.0,71564.0,793.0,1595.0,1430.0,3.0,1
8603,48,79000.0,21350.0,119282.0,2014,0,43787.0,67334.0,881.0,3456.0,1555.0,1.0,2
8607,31,56888.0,20500.0,144000.0,2014,0,28666.0,73160.0,794.0,1595.0,1430.0,3.0,1
8609,31,77800.0,15380.0,89499.0,2015,0,30387.0,45000.0,1494.0,1595.0,1460.0,3.0,6
8610,2,124800.0,12700.0,9807.0,2019,0,22283.0,43501.0,2926.0,999.0,1280.0,1.0,1
8611,14,127800.0,12700.0,88.0,2021,0,23797.0,45001.0,3499.0,1496.0,1250.0,1.0,4
8614,14,61800.0,9790.0,117000.0,2017,0,17558.0,46778.0,2044.0,1497.0,1096.0,1.0,3
8615,49,153388.0,17370.0,19000.0,2018,0,34538.0,42020.0,2773.0,1984.0,1408.0,2.0,5
8617,31,131800.0,13750.0,70000.0,2012,0,95928.0,58124.0,3473.0,3498.0,1975.0,3.0,1
8619,38,365000.0,37740.0,50500.0,2012,0,133373.0,60586.0,3504.0,3800.0,1490.0,3.0,5
8622,2,95900.0,10850.0,59000.0,2011,0,49343.0,40714.0,3199.0,1984.0,1550.0,4.0,5
8623,16,109500.0,11370.0,10900.0,2021,0,21258.0,47821.0,3382.0,1598.0,1280.0,1.0,3
8624,32,84988.0,11030.0,21000.0,2019,0,14015.0,26667.0,2714.0,1193.0,940.0,1.0,3
8625,38,171000.0,29510.0,83000.0,2016,0,63709.0,49156.0,1556.0,1984.0,1845.0,3.0,4
8626,31,63800.0,14110.0,65000.0,2015,0,22896.0,56209.0,1097.0,1595.0,1395.0,2.0,0
8629,48,82800.0,9940.0,22700.0,2019,0,15573.0,31783.0,2738.0,1496.0,1100.0,1.0,3
8631,38,318000.0,40330.0,96000.0,2017,0,109697.0,48109.0,2095.0,2995.0,1815.0,1.0,5
8632,31,190666.0,21420.0,28000.0,2018,0,52322.0,34000.0,2681.0,1991.0,1760.0,1.0,4
8634,23,126888.0,19870.0,66000.0,2015,0,50004.0,50010.0,1735.0,1998.0,1665.0,2.0,1
8635,46,70000.0,14510.0,77000.0,2016,0,19007.0,47000.0,1520.0,1998.0,1682.0,2.0,4
8636,3,87880.0,24490.0,108800.0,2013,0,52898.0,65700.0,823.0,1997.0,1420.0,3.0,5
8637,29,105000.0,16270.0,41000.0,2016,0,34824.0,54556.0,1887.0,1998.0,1080.0,2.0,5
8638,31,85800.0,14850.0,32000.0,2016,0,22921.0,49430.0,1862.0,1595.0,1395.0,2.0,0
8639,2,133800.0,13830.0,118800.0,2011,0,75882.0,60586.0,3504.0,2995.0,1785.0,3.0,1
8641,31,148988.0,15670.0,20300.0,2019,0,27705.0,35710.0,3106.0,1595.0,1435.0,1.0,4
8642,26,97800.0,13750.0,64100.0,2018,0,25634.0,32699.0,2344.0,1499.0,1195.0,2.0,0
8647,3,146800.0,19880.0,55000.0,2017,0,45675.0,39000.0,1864.0,1998.0,1530.0,3.0,1
8648,46,58888.0,14250.0,72000.0,2015,0,17385.0,62140.0,1281.0,1998.0,1682.0,1.0,4
8652,14,14800.0,9350.0,161000.0,2008,0,19829.0,16140.0,554.0,1799.0,1370.0,2.0,2
8653,31,134800.0,15090.0,19254.0,2019,0,26121.0,30010.0,2587.0,1595.0,1435.0,1.0,4
8654,3,219800.0,26710.0,78000.0,2017,0,86942.0,49000.0,2100.0,2998.0,1770.0,1.0,1
8655,48,55800.0,8060.0,125000.0,2008,0,23511.0,31335.0,2199.0,1998.0,1540.0,3.0,2
8656,41,559000.0,65730.0,30984.0,2011,0,483960.0,32914.0,3079.0,6749.0,2485.0,4.0,1
8658,47,12000.0,9240.0,150000.0,2008,0,12510.0,19107.0,462.0,1590.0,1330.0,2.0,2
8659,48,101988.0,10140.0,28.0,2021,0,18410.0,58801.0,3555.0,996.0,970.0,1.0,4
8661,38,149800.0,17790.0,86100.0,2010,0,141602.0,33568.0,3049.0,4806.0,1935.0,5.0,5
8663,38,298888.0,31890.0,64088.0,2011,0,125207.0,57955.0,3407.0,3614.0,1605.0,4.0,5
8665,30,798800.0,98270.0,16000.0,2017,0,226466.0,39903.0,2259.0,3994.0,1419.0,3.0,5
8666,16,84800.0,10130.0,41000.0,2019,0,18070.0,26667.0,2714.0,1591.0,1345.0,1.0,3
8667,14,81800.0,11530.0,71000.0,2018,0,19662.0,40000.0,2255.0,1597.0,1249.0,1.0,3
8668,48,57800.0,11270.0,85257.0,2016,0,16800.0,52301.0,1587.0,1598.0,1205.0,2.0,3
8669,31,153888.0,18960.0,67793.0,2018,0,38223.0,33989.0,2197.0,1991.0,1455.0,2.0,0
8672,3,119800.0,16410.0,120000.0,2009,0,95331.0,43007.0,2650.0,3999.0,1675.0,5.0,5
8674,26,35888.0,35590.0,78988.0,2012,0,32577.0,66889.0,187.0,1598.0,1405.0,6.0,5
8678,14,19800.0,10320.0,153000.0,2008,0,19473.0,13024.0,374.0,1496.0,1310.0,3.0,2
8679,2,83800.0,9140.0,88000.0,2010,0,38496.0,47316.0,3323.0,1798.0,1450.0,3.0,1
8680,31,205888.0,19880.0,15000.0,2020,0,41861.0,45012.0,3294.0,1332.0,1420.0,1.0,1
8681,3,69500.0,11370.0,93000.0,2008,0,64013.0,40881.0,2228.0,2497.0,1525.0,1.0,5
8682,46,61666.0,9670.0,57913.0,2017,0,13576.0,41617.0,2066.0,1600.0,1449.0,1.0,3
8684,31,154999.0,24990.0,115000.0,2014,0,96954.0,76612.0,1191.0,2996.0,1935.0,1.0,1
8689,2,180000.0,20350.0,105000.0,2010,1,76849.0,42683.0,2920.0,2480.0,1510.0,6.0,5
8690,13,45800.0,9040.0,86000.0,2015,0,17425.0,46009.0,1495.0,1596.0,1490.0,2.0,3
8691,48,55000.0,7880.0,180000.0,2008,0,18359.0,31933.0,2227.0,2362.0,1470.0,3.0,4
8692,31,267800.0,25830.0,10500.0,2021,0,45545.0,40690.0,3376.0,1991.0,1755.0,1.0,4
8694,14,69500.0,10950.0,42500.0,2017,0,22368.0,42900.0,2007.0,1496.0,1190.0,1.0,4
8698,3,135800.0,24210.0,153000.0,2014,0,60895.0,55089.0,1095.0,2979.0,2030.0,1.0,4
8699,29,78800.0,9570.0,36900.0,2019,0,17810.0,30009.0,2652.0,1496.0,1067.0,1.0,0
8702,49,74800.0,14140.0,90258.0,2015,0,37812.0,57501.0,1335.0,1984.0,1790.0,1.0,2
8703,3,56000.0,16150.0,98000.0,2013,0,35572.0,65700.0,827.0,1997.0,1420.0,2.0,1
8706,27,158000.0,18580.0,117700.0,2010,0,102115.0,32914.0,3079.0,4244.0,1880.0,6.0,5
8707,2,158000.0,15800.0,60500.0,2012,0,80649.0,80583.0,3322.0,2995.0,1880.0,3.0,5
8708,31,69800.0,10080.0,113120.0,2009,0,51202.0,31335.0,2199.0,1796.0,1615.0,2.0,1
8709,18,168800.0,19080.0,66893.0,2017,0,54866.0,36667.0,2223.0,1997.0,1781.0,1.0,4
8711,3,89800.0,11790.0,105000.0,2009,0,41944.0,37502.0,2765.0,2497.0,1505.0,6.0,5
8712,14,86800.0,9600.0,12000.0,2020,0,16839.0,35990.0,3162.0,1317.0,1070.0,1.0,0
8713,48,90500.0,9890.0,9200.0,2020,0,19219.0,43501.0,2929.0,996.0,970.0,1.0,4
8716,31,387988.0,37290.0,652.0,2020,0,76161.0,49500.0,2955.0,2996.0,1875.0,1.0,4
8717,34,63800.0,12940.0,90000.0,2016,0,22509.0,55089.0,1467.0,1997.0,1626.0,2.0,4
8718,26,81888.0,8410.0,128000.0,2011,0,32171.0,47765.0,3527.0,1598.0,1335.0,3.0,5
8721,49,42800.0,12170.0,120878.0,2015,0,19222.0,61000.0,1186.0,1395.0,1249.0,2.0,0
8722,31,70888.0,32100.0,70000.0,2013,0,52825.0,67010.0,432.0,1796.0,1470.0,4.0,5
8724,31,50900.0,17960.0,154000.0,2014,0,26675.0,65501.0,825.0,1595.0,1430.0,4.0,1
8725,31,43800.0,25770.0,121000.0,2012,0,50742.0,89990.0,246.0,1796.0,1615.0,3.0,1
8726,48,72900.0,9500.0,133426.0,2009,0,17853.0,30574.0,2774.0,1598.0,1195.0,4.0,3
8729,3,315800.0,33250.0,20000.0,2019,0,68672.0,30012.0,2920.0,2979.0,1575.0,1.0,5
8731,38,345800.0,39210.0,5000.0,2019,0,80882.0,43102.0,2648.0,1988.0,1365.0,1.0,5
8732,20,158800.0,22900.0,16450.0,2017,0,42791.0,53711.0,2101.0,3342.0,1780.0,2.0,1
8734,38,339555.0,41530.0,43000.0,2018,0,84143.0,31000.0,2435.0,2995.0,1985.0,1.0,4
8737,3,99500.0,11700.0,184000.0,2010,0,70848.0,32914.0,3079.0,2996.0,1855.0,3.0,1
8740,50,82500.0,12320.0,103265.0,2017,0,25059.0,42339.0,2101.0,1498.0,1460.0,2.0,0
8742,36,20800.0,9330.0,101423.0,2009,0,6083.0,13943.0,792.0,989.0,800.0,3.0,0
8746,38,367800.0,43030.0,64000.0,2018,0,122179.0,47002.0,2282.0,2995.0,1815.0,1.0,5
8747,14,92800.0,14010.0,62188.0,2017,0,26202.0,57390.0,2103.0,1498.0,1324.0,2.0,3
8749,31,193800.0,26000.0,75000.0,2016,0,89948.0,56340.0,1464.0,2996.0,1940.0,2.0,1
8751,16,77800.0,9940.0,49900.0,2019,0,14555.0,26301.0,2587.0,1591.0,1345.0,1.0,3
8753,16,48800.0,6810.0,128000.0,2009,0,11465.0,26175.0,2593.0,1591.0,1264.0,3.0,3
8756,23,69000.0,16020.0,151000.0,2014,0,39966.0,76904.0,1000.0,2494.0,1615.0,2.0,1
8757,29,91888.0,11780.0,59895.0,2019,0,18897.0,36667.0,2225.0,1998.0,1515.0,1.0,1
8758,3,127500.0,11800.0,9000.0,2021,0,31169.0,48510.0,3378.0,1499.0,1380.0,1.0,0
8759,37,43944.0,10040.0,112788.0,2015,0,21062.0,56989.0,1373.0,1199.0,1190.0,3.0,6
8761,32,125888.0,12930.0,5728.0,2021,0,18809.0,46002.0,3287.0,1998.0,1480.0,1.0,4
8762,31,106800.0,17250.0,104000.0,2016,0,37206.0,46229.0,1825.0,1595.0,1425.0,1.0,1
8765,31,75800.0,20880.0,118000.0,2014,0,36234.0,74000.0,732.0,1991.0,1465.0,3.0,1
