,BRAND,PRICE,DEPRE_VALUE_PER_YEAR,MILEAGE_KM,MANUFACTURED_YEAR,TRANSMISSION,OMV,COE_FROM_SCRAPE_DATE,DAYS_OF_COE_LEFT,ENGINE_CAPACITY_CC,CURB_WEIGHT_KG,NO_OF_OWNERS,VEHICLE_TYPE
1677,48,46000.0,9340.0,86540.0,2015,0,13764.0,45504.0,1526.0,1497.0,1045.0,3.0,3
1678,3,122800.0,12970.0,34000.0,2019,0,34427.0,35010.0,2563.0,1499.0,1490.0,1.0,2
1679,32,61900.0,7330.0,130000.0,2009,1,11419.0,32190.0,3079.0,1584.0,1162.0,3.0,3
1680,31,240000.0,34960.0,55000.0,2016,0,84480.0,48209.0,1856.0,2996.0,2220.0,3.0,4
1681,47,63000.0,8790.0,177926.0,2008,0,18870.0,26175.0,2593.0,1328.0,1075.0,6.0,4
1682,3,308000.0,31370.0,14000.0,2019,0,68672.0,32500.0,3013.0,2979.0,1575.0,1.0,5
1683,48,107800.0,11060.0,16655.0,2020,0,21714.0,37690.0,3162.0,1598.0,1315.0,1.0,3
1686,18,175800.0,17710.0,712.0,2019,0,29378.0,46002.0,2952.0,1997.0,1757.0,1.0,4
1687,38,159900.0,21550.0,116997.0,2009,0,92245.0,42885.0,2684.0,3436.0,1455.0,5.0,5
1688,23,134800.0,23090.0,93694.0,2016,0,50008.0,58201.0,1617.0,1998.0,1890.0,2.0,4
1689,18,145888.0,21480.0,90000.0,2016,0,78902.0,38610.0,1498.0,1999.0,1824.0,2.0,1
1695,11,415000.0,68320.0,39000.0,2007,0,269516.0,44998.0,2195.0,5999.0,1690.0,4.0,5
1699,48,71699.0,11900.0,68000.0,2017,0,20558.0,54000.0,1859.0,1797.0,1350.0,1.0,2
1700,29,68800.0,10250.0,56000.0,2017,0,17851.0,42339.0,1826.0,1496.0,1331.0,2.0,3
1704,14,75888.0,10080.0,42430.0,2018,0,18578.0,26309.0,2590.0,1496.0,1130.0,1.0,6
1709,14,113800.0,11270.0,35.0,2019,0,26194.0,45189.0,3439.0,1496.0,1370.0,1.0,2
1710,29,44800.0,11080.0,65488.0,2015,0,17221.0,55889.0,1250.0,1496.0,1321.0,1.0,3
1712,29,45500.0,9490.0,68800.0,2015,0,17259.0,47300.0,1493.0,1496.0,1079.0,2.0,3
1713,49,69988.0,13980.0,57200.0,2016,0,25046.0,56000.0,1582.0,1395.0,1288.0,1.0,0
1714,29,75800.0,10310.0,47000.0,2018,0,14364.0,28000.0,2403.0,1496.0,1310.0,1.0,3
1715,35,68000.0,9230.0,73000.0,2017,0,24517.0,36890.0,1861.0,1199.0,1203.0,1.0,4
1718,14,52800.0,11140.0,82317.0,2016,0,16375.0,47300.0,1521.0,1498.0,1046.0,2.0,0
1719,48,117800.0,15150.0,79000.0,2018,0,33306.0,34381.0,2347.0,1998.0,1695.0,2.0,4
1720,14,80000.0,11210.0,86000.0,2018,0,19890.0,37000.0,2258.0,1597.0,1249.0,1.0,3
1721,31,110800.0,18340.0,82000.0,2016,0,37206.0,56206.0,1498.0,1595.0,1425.0,1.0,1
1722,31,225800.0,24600.0,8131.0,2019,0,45410.0,30012.0,2926.0,1991.0,1555.0,2.0,5
1723,3,87300.0,9520.0,105000.0,2011,0,30059.0,47316.0,3323.0,1995.0,1455.0,4.0,4
1724,46,29800.0,8750.0,65600.0,2009,0,15434.0,16438.0,1220.0,1498.0,1325.0,4.0,3
1727,31,119800.0,16080.0,59289.0,2018,0,28179.0,38000.0,2347.0,1595.0,1435.0,1.0,4
1732,31,185888.0,17900.0,3009.0,2021,0,33010.0,48002.0,3377.0,1332.0,1410.0,1.0,1
1733,26,138888.0,20750.0,53000.0,2017,0,40443.0,55414.0,2010.0,1998.0,1490.0,3.0,5
1734,3,233800.0,60800.0,83735.0,2012,0,113763.0,67304.0,850.0,4395.0,1850.0,6.0,5
1735,18,152000.0,17100.0,22000.0,2017,0,51806.0,35403.0,2229.0,1997.0,1777.0,2.0,1
1736,49,98800.0,11660.0,61998.0,2018,0,24832.0,26999.0,2650.0,1395.0,1270.0,1.0,0
1738,46,64888.0,12820.0,83000.0,2016,0,22454.0,47604.0,1492.0,2498.0,1684.0,1.0,4
1741,31,122800.0,15270.0,77000.0,2018,0,27746.0,26309.0,2564.0,1595.0,1480.0,1.0,1
1743,48,54800.0,10630.0,101000.0,2015,0,19589.0,47889.0,1523.0,1598.0,1205.0,1.0,3
1745,48,53800.0,7510.0,154000.0,2009,0,17500.0,26175.0,2593.0,1598.0,1195.0,2.0,3
1746,50,91800.0,16690.0,175000.0,2007,0,50985.0,50972.0,1984.0,2521.0,1706.0,2.0,5
1751,14,18800.0,10610.0,160000.0,2008,0,13152.0,13786.0,642.0,1339.0,1070.0,5.0,0
1755,48,236988.0,22250.0,652.0,2020,0,42623.0,61001.0,3439.0,2493.0,1940.0,1.0,2
1756,49,72000.0,10050.0,133000.0,2009,0,30384.0,35411.0,2593.0,1984.0,1318.0,4.0,5
1757,48,49500.0,9900.0,131015.0,2006,0,16218.0,50347.0,1497.0,1794.0,1300.0,3.0,2
1758,46,77800.0,10510.0,65600.0,2018,0,14587.0,32302.0,2432.0,1995.0,1438.0,1.0,0
1761,3,80000.0,9320.0,165000.0,2010,0,37486.0,34935.0,3108.0,1995.0,1390.0,2.0,1
1762,31,89888.0,17320.0,78597.0,2016,0,27838.0,47889.0,1617.0,1595.0,1435.0,1.0,4
1763,20,68000.0,8590.0,143347.0,2009,0,14289.0,32368.0,2560.0,1591.0,1251.0,1.0,3
1764,26,49000.0,20130.0,92000.0,2013,0,27519.0,76889.0,642.0,1598.0,1155.0,3.0,5
1767,49,57800.0,8160.0,162000.0,2009,0,30496.0,33018.0,2564.0,1798.0,1430.0,3.0,1
1770,49,73000.0,13650.0,112500.0,2015,0,37799.0,57501.0,1335.0,1984.0,1790.0,2.0,2
1774,2,332888.0,40470.0,16438.0,2017,0,112423.0,42661.0,2194.0,3993.0,2010.0,3.0,6
1775,48,49800.0,10190.0,72000.0,2016,0,16324.0,53334.0,1645.0,1496.0,1090.0,3.0,3
1777,49,85000.0,8660.0,190000.0,2011,0,25788.0,50570.0,3564.0,1390.0,1285.0,5.0,5
1779,22,245800.0,26200.0,40000.0,2018,0,73262.0,52410.0,2677.0,1997.0,1983.0,2.0,4
1781,31,150888.0,23780.0,94153.0,2016,0,54620.0,56410.0,1469.0,1595.0,1435.0,1.0,5
1782,38,493800.0,44800.0,2600.0,2020,0,99972.0,46002.0,3380.0,3995.0,1510.0,1.0,5
1783,3,378000.0,45450.0,39000.0,2018,0,116340.0,36000.0,2283.0,4395.0,1855.0,3.0,5
1784,3,83800.0,8630.0,113000.0,2011,0,29093.0,47765.0,3526.0,1598.0,1310.0,4.0,0
1786,3,59800.0,24290.0,115000.0,2013,0,40861.0,77600.0,516.0,2979.0,1445.0,2.0,5
1788,16,79800.0,9310.0,39635.0,2019,0,14704.0,33009.0,2834.0,1591.0,1345.0,1.0,3
1789,3,95800.0,18180.0,49850.0,2016,0,27400.0,55501.0,1644.0,1499.0,1360.0,1.0,5
1790,14,76800.0,16420.0,94000.0,2015,0,29107.0,60000.0,1337.0,2356.0,1855.0,2.0,2
1791,49,43888.0,11440.0,140000.0,2015,0,18039.0,57498.0,1248.0,1197.0,1229.0,2.0,0
1792,48,51000.0,9530.0,45000.0,2016,0,16770.0,49430.0,1496.0,1496.0,1090.0,3.0,3
1796,38,238800.0,33820.0,19000.0,2017,0,62723.0,49012.0,2103.0,1984.0,1845.0,2.0,4
1797,11,775300.0,111100.0,24000.0,2016,0,300022.0,55501.0,1700.0,3902.0,1515.0,2.0,5
1798,16,102222.0,10800.0,10173.0,2021,0,18590.0,44589.0,3347.0,1598.0,1280.0,1.0,3
1799,3,168988.0,15160.0,50.0,2021,0,35919.0,88000.0,3532.0,1499.0,1375.0,1.0,1
1801,31,161822.0,15120.0,5000.0,2021,0,31940.0,45189.0,3438.0,1332.0,1405.0,1.0,0
1803,23,62800.0,9180.0,102888.0,2008,0,41697.0,31553.0,2469.0,2500.0,1625.0,2.0,1
1806,29,45800.0,11960.0,97438.0,2015,0,17409.0,78001.0,1185.0,1998.0,1535.0,2.0,2
1809,3,136800.0,17330.0,8375.0,2018,0,40395.0,32429.0,2345.0,1998.0,1460.0,1.0,4
1810,3,189888.0,49350.0,95000.0,2014,0,70889.0,71990.0,1000.0,2979.0,1537.0,3.0,5
1811,31,149800.0,15680.0,16718.0,2019,0,29676.0,30890.0,3072.0,1332.0,1405.0,1.0,0
1812,2,83800.0,14220.0,76000.0,2017,0,26070.0,46489.0,1891.0,999.0,1315.0,2.0,4
1813,23,137700.0,23570.0,89000.0,2016,0,50008.0,57002.0,1647.0,1998.0,1890.0,1.0,4
1814,3,125998.0,14670.0,124267.0,2011,0,78159.0,34935.0,3108.0,2979.0,1660.0,4.0,5
1815,47,46800.0,6920.0,123400.0,2008,0,10517.0,27571.0,2462.0,1242.0,1000.0,2.0,0
1817,14,48000.0,7980.0,117000.0,2007,0,18886.0,44998.0,2193.0,1799.0,1350.0,3.0,2
1818,16,15800.0,7300.0,151000.0,2009,0,11465.0,13088.0,768.0,1591.0,1264.0,5.0,3
1819,31,120800.0,22980.0,82500.0,2015,0,43903.0,47604.0,1492.0,1991.0,1735.0,4.0,4
1821,2,327888.0,38070.0,11000.0,2018,0,88655.0,32200.0,2195.0,2894.0,1730.0,1.0,5
1823,3,215000.0,25160.0,20000.0,2018,0,61762.0,31809.0,2198.0,2998.0,1555.0,2.0,5
1824,3,91000.0,10200.0,140000.0,2010,0,38642.0,42683.0,2929.0,2497.0,1650.0,2.0,1
1826,46,93888.0,11870.0,27611.0,2018,0,13778.0,35906.0,2651.0,1995.0,1489.0,1.0,4
1828,31,185800.0,19120.0,31000.0,2020,0,38157.0,38110.0,3108.0,1332.0,1610.0,1.0,4
1829,3,79000.0,9480.0,131521.0,2010,0,40475.0,33568.0,3017.0,2497.0,1650.0,3.0,1
1831,48,18800.0,8360.0,152000.0,2009,0,12468.0,13943.0,799.0,1497.0,1095.0,6.0,3
1832,48,72800.0,9330.0,33000.0,2019,0,13936.0,26170.0,2564.0,1496.0,1085.0,1.0,3
1835,3,59800.0,18330.0,110000.0,2013,0,36913.0,84001.0,735.0,1997.0,1705.0,3.0,4
1836,49,79800.0,10980.0,23000.0,2017,0,18644.0,32699.0,2318.0,999.0,1257.0,2.0,0
1837,32,57500.0,13070.0,104287.0,2015,0,19842.0,60001.0,1314.0,2360.0,1530.0,3.0,4
1838,3,145888.0,14960.0,34000.0,2011,0,77752.0,66387.0,3533.0,2979.0,1840.0,3.0,5
1839,46,82800.0,9640.0,113000.0,2010,0,33856.0,34935.0,3108.0,2457.0,1510.0,2.0,1
1841,16,91800.0,10710.0,33000.0,2019,0,17804.0,32000.0,2799.0,1353.0,1240.0,2.0,0
1842,34,58888.0,11180.0,60489.0,2016,0,18689.0,51507.0,1674.0,1197.0,1285.0,1.0,4
1845,2,113800.0,11960.0,24000.0,2019,0,22278.0,37766.0,3104.0,999.0,1280.0,1.0,1
1846,31,319800.0,32730.0,20708.0,2019,0,87297.0,40009.0,2829.0,2996.0,1940.0,1.0,1
1848,14,84800.0,11420.0,21000.0,2018,0,21690.0,14001.0,2347.0,1496.0,1190.0,1.0,4
1849,11,880000.0,77820.0,8000.0,2020,0,251104.0,40989.0,3107.0,3855.0,1675.0,1.0,5
1852,49,87988.0,11160.0,43000.0,2018,0,19904.0,26301.0,2224.0,1395.0,1270.0,1.0,0
1853,31,59800.0,17300.0,109000.0,2014,0,27392.0,64900.0,730.0,1595.0,1430.0,2.0,1
1854,48,77800.0,9140.0,22198.0,2019,0,13870.0,30000.0,2804.0,1496.0,1085.0,1.0,3
1857,14,56800.0,11430.0,85000.0,2016,0,20887.0,53000.0,1611.0,1496.0,1190.0,4.0,4
1860,6,45800.0,10730.0,123333.0,2014,0,16670.0,60789.0,1250.0,1362.0,1650.0,2.0,2
1862,31,135888.0,15370.0,120000.0,2010,0,81377.0,40714.0,3199.0,3498.0,1765.0,5.0,5
1863,48,29800.0,10260.0,212500.0,2009,0,22003.0,19732.0,733.0,1987.0,1380.0,3.0,2
1864,3,111800.0,13540.0,35000.0,2018,0,33319.0,25501.0,2465.0,1499.0,1490.0,1.0,2
1865,31,98888.0,18610.0,113000.0,2016,0,27886.0,50000.0,1679.0,1595.0,1430.0,3.0,1
1868,31,202800.0,19960.0,29302.0,2020,0,44628.0,40301.0,3194.0,1332.0,1610.0,1.0,3
1870,22,64500.0,19950.0,77392.0,2013,0,41169.0,79000.0,399.0,1999.0,1815.0,1.0,4
1871,44,144888.0,14130.0,7000.0,2020,0,27774.0,51900.0,3320.0,1984.0,1535.0,1.0,1
1872,48,53800.0,7110.0,135000.0,2009,0,17853.0,29485.0,2744.0,1598.0,1195.0,4.0,3
1874,0,199000.0,22350.0,32739.0,2019,0,41607.0,40889.0,2833.0,1995.0,1735.0,2.0,4
1875,14,86988.0,11790.0,46800.0,2018,0,23228.0,25556.0,2461.0,1496.0,1190.0,1.0,4
1876,29,66300.0,9970.0,98980.0,2007,0,24282.0,32279.0,2401.0,1998.0,1140.0,4.0,5
1877,38,508988.0,63220.0,47000.0,2017,0,220810.0,53300.0,1860.0,3996.0,1995.0,1.0,5
1880,2,96888.0,15960.0,115743.0,2015,0,45806.0,57010.0,1551.0,1984.0,1845.0,4.0,4
1881,2,82800.0,9500.0,171000.0,2010,0,36081.0,40014.0,3163.0,1798.0,1450.0,6.0,1
1883,2,40000.0,9800.0,108000.0,2011,0,26477.0,20699.0,1469.0,1390.0,1125.0,6.0,0
1884,14,135800.0,17260.0,224000.0,2009,1,37101.0,39463.0,2564.0,1998.0,1270.0,6.0,5
1886,14,45800.0,8030.0,123000.0,2007,0,18308.0,50168.0,2065.0,1799.0,1350.0,3.0,2
1888,38,125000.0,17580.0,98000.0,2007,0,37385.0,31933.0,2226.0,2687.0,1440.0,5.0,5
1889,31,189800.0,18380.0,11000.0,2020,0,36728.0,52309.0,3315.0,1332.0,1485.0,1.0,4
1892,29,68944.0,10520.0,137981.0,2017,0,17074.0,52000.0,2070.0,1998.0,1532.0,2.0,2
1893,48,26800.0,8490.0,122000.0,2010,0,16716.0,16438.0,1130.0,1598.0,1195.0,5.0,3
1898,3,58800.0,14890.0,53563.0,2014,0,27620.0,78001.0,1185.0,1598.0,1405.0,3.0,1
1900,46,66800.0,12290.0,138857.0,2016,0,16366.0,53001.0,1735.0,1995.0,1566.0,1.0,4
1901,38,634588.0,57490.0,88.0,2020,0,152417.0,49001.0,2929.0,2981.0,1590.0,1.0,5
1902,2,51800.0,28900.0,65500.0,2012,0,51033.0,96210.0,6.0,2995.0,1915.0,2.0,4
1905,49,68800.0,12780.0,98000.0,2016,0,23827.0,48000.0,1730.0,1395.0,1249.0,1.0,0
1911,29,60500.0,10500.0,70000.0,2016,0,19665.0,51109.0,1736.0,1998.0,1535.0,1.0,2
1916,31,219800.0,20270.0,399.0,2020,0,45181.0,46002.0,3436.0,1332.0,1610.0,1.0,4
1917,3,34000.0,16970.0,104000.0,2013,0,33140.0,61029.0,425.0,1598.0,1405.0,3.0,1
1918,14,78588.0,11970.0,53966.0,2017,0,19726.0,42902.0,2070.0,1597.0,1249.0,1.0,3
1920,23,42800.0,8550.0,170000.0,2007,0,51159.0,50347.0,1827.0,3456.0,1915.0,3.0,4
1922,49,115888.0,17000.0,40889.0,2017,0,23718.0,38000.0,2196.0,1197.0,1421.0,2.0,5
1925,31,203988.0,20210.0,12688.0,2018,0,51693.0,38802.0,3072.0,1991.0,1735.0,1.0,4
1927,49,53800.0,10280.0,75426.0,2015,0,21562.0,47300.0,1495.0,1390.0,1417.0,1.0,3
1931,38,169800.0,17410.0,122977.0,2012,0,80674.0,66387.0,3533.0,3598.0,2105.0,3.0,4
1935,3,32000.0,11300.0,160000.0,2009,0,43340.0,19657.0,1008.0,1995.0,1490.0,3.0,1
1940,48,32800.0,8170.0,226000.0,2006,0,16950.0,49541.0,1465.0,1598.0,1115.0,3.0,3
1945,20,57800.0,10210.0,45000.0,2016,0,17871.0,48000.0,1731.0,1591.0,1295.0,1.0,3
1946,31,55888.0,8830.0,178000.0,2007,0,50919.0,37906.0,2287.0,1796.0,1540.0,3.0,1
1947,31,34800.0,18490.0,91000.0,2013,0,26163.0,67301.0,491.0,1595.0,1395.0,3.0,0
1948,49,145000.0,18580.0,40000.0,2017,0,44874.0,33900.0,2286.0,1984.0,1716.0,3.0,1
1949,38,145888.0,31530.0,108000.0,2015,0,61035.0,75002.0,1192.0,1984.0,1940.0,3.0,4
1951,31,243800.0,30660.0,39000.0,2017,0,88785.0,57501.0,2102.0,2996.0,1840.0,1.0,1
1953,48,98000.0,11080.0,22000.0,2020,0,19234.0,32999.0,3071.0,996.0,970.0,1.0,4
1955,31,88500.0,16530.0,107000.0,2016,0,28574.0,52301.0,1641.0,1595.0,1435.0,2.0,4
1956,1,775000.0,67960.0,11000.0,2020,0,184633.0,52200.0,3322.0,3982.0,1835.0,1.0,5
1957,27,238888.0,24920.0,78000.0,2011,0,149417.0,58124.0,3473.0,4691.0,1770.0,3.0,5
1958,31,99800.0,15610.0,70700.0,2017,0,28004.0,42900.0,2012.0,1595.0,1430.0,1.0,1
1959,16,46188.0,10730.0,70000.0,2015,0,17206.0,58700.0,1245.0,1591.0,1210.0,2.0,0
1960,48,125800.0,19190.0,50000.0,2016,0,45431.0,54000.0,1862.0,2494.0,2065.0,2.0,2
1964,3,128800.0,26550.0,128000.0,2013,0,82302.0,74801.0,940.0,2979.0,1750.0,2.0,1
1965,48,111800.0,10500.0,38.0,2021,0,19159.0,53709.0,3526.0,1598.0,1315.0,1.0,3
1966,29,72800.0,11260.0,73412.0,2017,0,17537.0,49000.0,2070.0,1998.0,1532.0,1.0,2
1967,48,78000.0,8510.0,90000.0,2011,0,24155.0,47316.0,3323.0,2362.0,1540.0,3.0,1
1968,38,560000.0,52000.0,5000.0,2020,1,141816.0,32500.0,3107.0,3995.0,1495.0,1.0,5
1969,47,11800.0,9470.0,94779.0,2008,0,10158.0,19096.0,434.0,1328.0,1040.0,6.0,0
1970,3,179800.0,20260.0,26000.0,2019,0,54362.0,48000.0,2587.0,1998.0,1470.0,2.0,1
1971,29,60800.0,12970.0,85000.0,2015,0,25489.0,57885.0,1306.0,2488.0,1568.0,1.0,4
1972,49,46800.0,10970.0,86923.0,2015,0,19303.0,58700.0,1223.0,1390.0,1417.0,1.0,3
1974,9,55600.0,7680.0,180000.0,2008,0,16040.0,27886.0,2619.0,1495.0,1050.0,4.0,0
1976,38,855988.0,71980.0,652.0,2021,0,174096.0,77700.0,3289.0,2981.0,1750.0,1.0,5
1977,3,106800.0,15740.0,42290.0,2017,0,33003.0,57414.0,2065.0,1499.0,1430.0,2.0,4
1978,3,161988.0,23570.0,59800.0,2017,0,49363.0,50000.0,2010.0,1998.0,1540.0,1.0,1
1979,2,115900.0,17480.0,70000.0,2016,0,40460.0,49802.0,1951.0,1798.0,1645.0,1.0,1
1981,31,96800.0,15820.0,84150.0,2016,0,29916.0,50789.0,1832.0,1595.0,1480.0,2.0,4
1982,37,112800.0,11860.0,52000.0,2019,0,24305.0,35001.0,3046.0,1598.0,1430.0,1.0,4
1983,2,94800.0,13780.0,58000.0,2017,0,26087.0,41400.0,1827.0,999.0,1315.0,1.0,4
1984,49,88800.0,10960.0,51236.0,2018,0,24304.0,25000.0,2196.0,1395.0,1383.0,1.0,0
1986,14,96800.0,10460.0,27000.0,2019,0,25389.0,32699.0,3047.0,1496.0,1190.0,1.0,4
1987,11,600000.0,559570.0,50000.0,2012,0,313884.0,94502.0,274.0,4497.0,1515.0,6.0,5
1988,14,84800.0,13940.0,76500.0,2016,0,32049.0,56206.0,1732.0,2356.0,1740.0,2.0,2
1990,47,115770.0,11480.0,2400.0,2020,0,22661.0,48002.0,3534.0,1460.0,1090.0,1.0,4
1991,48,54800.0,10660.0,79000.0,2016,0,16800.0,49000.0,1585.0,1598.0,1205.0,3.0,3
1992,31,180800.0,17290.0,7000.0,2021,0,35735.0,52309.0,3350.0,1497.0,1520.0,1.0,1
1993,31,198800.0,27200.0,98000.0,2016,0,89948.0,46229.0,1462.0,2996.0,1940.0,1.0,1
1994,38,118800.0,24160.0,135000.0,2006,0,98498.0,52660.0,1468.0,3387.0,1395.0,5.0,5
1996,3,278000.0,27870.0,14000.0,2020,0,65350.0,34989.0,3040.0,2998.0,1535.0,2.0,5
1997,16,61800.0,9930.0,73000.0,2017,0,12547.0,42902.0,2035.0,1591.0,1345.0,2.0,3
1999,29,73800.0,9890.0,19770.0,2018,0,17524.0,32311.0,2375.0,1496.0,1067.0,1.0,0
2000,31,190988.0,18030.0,652.0,2020,0,31695.0,68310.0,3473.0,1332.0,1365.0,1.0,0
2003,50,99800.0,16960.0,70000.0,2016,0,36151.0,55501.0,1674.0,1969.0,1722.0,1.0,4
2004,31,88900.0,9040.0,96000.0,2011,0,31076.0,50570.0,3564.0,1597.0,1500.0,4.0,1
2005,3,116800.0,14420.0,60000.0,2018,0,33544.0,32000.0,2436.0,1499.0,1425.0,2.0,1
2006,29,35200.0,11600.0,78000.0,2014,0,19184.0,73010.0,948.0,1998.0,1438.0,2.0,1
2008,3,109800.0,14780.0,60000.0,2017,0,33947.0,37010.0,2221.0,1499.0,1425.0,1.0,1
2009,49,58800.0,10360.0,64000.0,2015,0,21889.0,51506.0,1647.0,1390.0,1417.0,2.0,3
2011,48,57800.0,10790.0,56400.0,2016,0,16800.0,51506.0,1646.0,1598.0,1205.0,1.0,3
2013,31,181800.0,17350.0,32000.0,2020,0,46968.0,45012.0,3190.0,1497.0,1635.0,2.0,1
2016,32,57800.0,9130.0,58900.0,2018,0,14832.0,36810.0,2198.0,1193.0,940.0,1.0,0
2022,49,150988.0,14820.0,6500.0,2020,0,29117.0,51900.0,3294.0,1984.0,1530.0,1.0,1
2026,49,84800.0,13480.0,50000.0,2017,0,27086.0,49802.0,1946.0,1395.0,1288.0,2.0,2
2027,4,252888.0,127630.0,41000.0,2013,0,205048.0,94890.0,429.0,5998.0,2320.0,2.0,5
2031,16,14800.0,7120.0,100000.0,2009,0,11867.0,12763.0,738.0,1591.0,1264.0,6.0,3
2033,31,69000.0,17660.0,163000.0,2015,0,28024.0,68589.0,1194.0,1595.0,1430.0,3.0,1
2036,14,76888.0,11720.0,41254.0,2017,0,19726.0,46778.0,2072.0,1597.0,1249.0,1.0,3
2038,38,568800.0,53160.0,2772.0,2020,0,114529.0,46790.0,3292.0,3995.0,1525.0,1.0,5
2043,26,94900.0,19560.0,40000.0,2014,0,32178.0,57501.0,1098.0,1598.0,1330.0,2.0,5
2046,14,72800.0,12110.0,53000.0,2017,0,20480.0,52000.0,1860.0,1597.0,1249.0,2.0,3
2049,3,578888.0,55280.0,22000.0,2020,0,116416.0,49500.0,3196.0,4395.0,1995.0,1.0,5
2050,2,165800.0,25390.0,110000.0,2016,0,70695.0,55501.0,1645.0,2995.0,2105.0,1.0,4
2052,27,330000.0,39860.0,28000.0,2017,0,120280.0,47390.0,1832.0,4691.0,1880.0,2.0,5
2057,26,100300.0,13740.0,21000.0,2018,0,25634.0,31997.0,2401.0,1499.0,1225.0,2.0,0
2058,48,113800.0,13860.0,21000.0,2016,0,31378.0,30851.0,2195.0,1986.0,1590.0,1.0,2
2059,3,72000.0,16010.0,110000.0,2015,0,30223.0,61010.0,1282.0,1499.0,1425.0,3.0,1
2060,3,469888.0,41430.0,8000.0,2021,0,101540.0,59501.0,3443.0,2993.0,1730.0,1.0,5
2061,31,143800.0,17600.0,70000.0,2018,0,36172.0,32200.0,2221.0,1595.0,1490.0,1.0,1
2063,31,156988.0,25030.0,138000.0,2014,0,96954.0,75000.0,1218.0,2996.0,1935.0,1.0,1
2064,3,52800.0,31630.0,108000.0,2012,0,41475.0,96101.0,370.0,1997.0,1705.0,2.0,4
2066,47,22500.0,8910.0,139000.0,2009,0,12044.0,14743.0,917.0,1328.0,1040.0,2.0,0
2067,49,76500.0,13860.0,59000.0,2016,0,25126.0,52807.0,1461.0,1395.0,1288.0,2.0,0
2068,31,185888.0,19800.0,19000.0,2018,0,53711.0,40512.0,2767.0,1991.0,1615.0,2.0,1
2071,3,172200.0,14990.0,28.0,2021,0,39508.0,83889.0,3290.0,1499.0,1435.0,1.0,4
2073,23,179800.0,34770.0,78000.0,2015,0,93813.0,78001.0,1126.0,4969.0,1860.0,2.0,5
2074,3,138888.0,15150.0,145888.0,2011,0,83639.0,47316.0,3323.0,2979.0,1840.0,5.0,5
2075,31,268888.0,26590.0,8000.0,2020,0,56277.0,38802.0,3161.0,1991.0,1795.0,1.0,4
2077,2,147800.0,19130.0,59000.0,2018,0,42642.0,33900.0,2313.0,1984.0,1535.0,1.0,1
2078,2,155888.0,21680.0,36000.0,2017,0,44569.0,45289.0,1859.0,1798.0,1395.0,2.0,5
2079,48,35800.0,8290.0,112000.0,2011,0,11356.0,22636.0,1554.0,1497.0,1095.0,3.0,3
2081,31,118800.0,37300.0,60000.0,2014,0,52397.0,68103.0,825.0,1991.0,1585.0,3.0,5
2082,3,68800.0,17600.0,90000.0,2014,0,32834.0,76612.0,1125.0,1598.0,1410.0,3.0,1
2083,2,138800.0,14110.0,150225.0,2011,0,54599.0,73954.0,3563.0,2480.0,1575.0,2.0,5
2085,14,57800.0,10230.0,72000.0,2016,0,17652.0,49430.0,1825.0,1497.0,1096.0,2.0,3
2089,29,57800.0,11720.0,102000.0,2015,0,18655.0,47510.0,1497.0,1998.0,1357.0,1.0,0
2090,31,44800.0,22250.0,80000.0,2013,0,28358.0,75556.0,553.0,1595.0,1430.0,2.0,1
2094,38,143800.0,16120.0,85000.0,2011,0,93515.0,42683.0,2929.0,3598.0,2105.0,2.0,4
2098,32,48800.0,8880.0,82000.0,2016,0,14052.0,52000.0,1891.0,1193.0,940.0,1.0,3
2100,14,93800.0,10260.0,13000.0,2019,0,20674.0,37690.0,2924.0,1496.0,1130.0,1.0,6
2102,14,71800.0,9490.0,33000.0,2019,0,16832.0,26659.0,2616.0,1317.0,1030.0,2.0,0
2103,31,71800.0,8530.0,130000.0,2010,0,38917.0,33568.0,3049.0,1796.0,1495.0,2.0,1
2106,31,76800.0,19050.0,142170.0,2014,0,32861.0,78001.0,1190.0,1595.0,1425.0,2.0,1
2108,31,231988.0,21450.0,652.0,2021,0,39995.0,80210.0,3533.0,1332.0,1555.0,1.0,4
2110,14,85800.0,11400.0,23000.0,2018,0,20645.0,30209.0,2407.0,1597.0,1249.0,1.0,3
2111,4,116888.0,25500.0,54000.0,2006,0,197945.0,56835.0,1648.0,5998.0,2525.0,4.0,1
2114,31,64800.0,14350.0,104000.0,2015,0,22896.0,57089.0,1099.0,1595.0,1395.0,1.0,0
2116,47,91900.0,9750.0,16000.0,2019,0,15639.0,36534.0,3131.0,998.0,940.0,1.0,0
