,LISTING_URL,BRAND,PRICE,DEPRE_VALUE_PER_YEAR,REG_DATE,MILEAGE_KM,MANUFACTURED_YEAR,ROAD_TAX_PER_YEAR,TRANSMISSION,DEREG_VALUE_FROM_SCRAPE_DATE,SCRAPE_DATE,OMV,ARF,COE_FROM_SCRAPE_DATE,DAYS_OF_COE_LEFT,ENGINE_CAPACITY_CC,CURB_WEIGHT_KG,NO_OF_OWNERS,VEHICLE_TYPE
3221,https://www.sgcarmart.com/used_cars/info.php?ID=1074669&DL=3024,Mercedes-Benz,159800,18380,11-Sep-2019,39000,2019,740,Auto,62141,02/03/2022,36204,42686,40001,2743,1595,1490,1,Luxury Sedan
3222,https://www.sgcarmart.com/used_cars/info.php?ID=997206&DL=2726,Citroen,73800,13110,03-May-2017,45800,"
MPV ",1144,2016,35736,02/03/2022,,,51600,1885,1560,1365,1,
3223,https://www.sgcarmart.com/used_cars/info.php?ID=1028576&DL=1034,BMW,72800,10620,08-Jan-2009,,2008,3335,Auto,21488,02/03/2022,71731,71731,31335,2195,2996,1880,3,Luxury Sedan
3224,https://www.sgcarmart.com/used_cars/info.php?ID=1069168&DL=2428,Nissan,65800,11110,24-Jun-2017,53000,2017,508,Auto,37336,02/03/2022,18583,13583,51106,1916,1197,1285,1,SUV
3225,https://www.sgcarmart.com/used_cars/info.php?ID=1054688&DL=2211,Mercedes-Benz,69800,8240,19-Aug-2010,93000,2010,1032,Auto,27873,02/03/2022,28308,28308,32914,3076,1699,1285,3,Hatchback
3226,https://www.sgcarmart.com/used_cars/info.php?ID=1048758&DL=2010,Toyota,281988,24920,15-Nov-2021,652,"
MPV ",,2021,140429,02/03/2022,,,82801,3527,2493,,1,
3227,https://www.sgcarmart.com/used_cars/info.php?ID=1030222&DL=3175,Mercedes-Benz,61000,10760,01-Nov-2007,138000,2007,4746,Auto,28598,02/03/2022,84721,93194,50451,2044,3498,1925,2,Luxury Sedan
3228,https://www.sgcarmart.com/used_cars/info.php?ID=1060187&DL=1000,Volkswagen,42000,11360,09-Feb-2015,170000,"
MPV ",1182,2014,28536,02/03/2022,,,62002,766,1598,1601,4,
3229,https://www.sgcarmart.com/used_cars/info.php?ID=1052048&DL=2101,BMW,127800,12010,07-May-2021,9000,2020,684,Auto,70383,02/03/2022,30762,35067,48002,3349,1499,1380,1,Hatchback
3230,https://www.sgcarmart.com/used_cars/info.php?ID=1074962&DL=1000,BMW,208888,30540,08-Dec-2017,68500,2017,2362,Manual,79983,02/03/2022,51846,65323,53711,2100,2979,1495,2,Sports Car
3231,https://www.sgcarmart.com/used_cars/info.php?ID=1061892&DL=1000,Porsche,215000,42510,08-May-2015,39000,2015,3330,Auto,127952,02/03/2022,104070,159326,76612,1160,3604,2160,2,SUV
3232,https://www.sgcarmart.com/used_cars/info.php?ID=1066589&DL=1054,Toyota,169800,16540,24-Feb-2021,15875,2020,1198,Auto,73060,02/03/2022,35925,42295,46002,2951,1987,1580,1,SUV
3233,https://www.sgcarmart.com/used_cars/info.php?ID=1062299&DL=3662,Honda,72800,13210,29-Nov-2016,,2016,742,Auto,39478,02/03/2022,20173,20243,53334,1706,1597,1249,3,Mid-Sized Sedan
3234,https://www.sgcarmart.com/used_cars/info.php?ID=931469&DL=1177,Porsche,739000,97010,28-Jul-2017,14900,2013,3638,Auto,348947,02/03/2022,254012,429222,50101,1950,3800,1680,3,Sports Car
3235,https://www.sgcarmart.com/used_cars/info.php?ID=1069357&DL=1194,Toyota,51800,7530,16-Jan-2009,,2008,1694,Auto,21557,02/03/2022,25518,25518,31335,2193,1998,1530,2,Luxury Sedan
3236,https://www.sgcarmart.com/used_cars/info.php?ID=981461&DL=2292,Mercedes-Benz,221988,22050,30-Mar-2021,11,2020,586,Auto,75319,02/03/2022,36804,43526,47001,3292,1332,,1,SUV
3237,https://www.sgcarmart.com/used_cars/info.php?ID=1075241&DL=1177,Rolls-Royce,659000,65880,12-Apr-2013,37365,2012,8004,Auto,80605,02/03/2022,348905,348905,80583,3322,6592,2495,2,Luxury Sedan
3238,https://www.sgcarmart.com/used_cars/info.php?ID=1032609&DL=1177,Toyota,111900,11570,12-Oct-2012,99900,2011,1638,Auto,58594,02/03/2022,38808,38808,60586,3504,2362,1730,1,MPV
3239,https://www.sgcarmart.com/used_cars/info.php?ID=1072815&DL=1010,Mazda,70800,10300,14-Jan-2009,111000,2008,1694,Auto,21540,02/03/2022,30456,30456,31335,2191,1998,1140,3,Sports Car
3240,https://www.sgcarmart.com/used_cars/info.php?ID=1068132&DL=4164,Toyota,68888,12700,24-May-2017,62000,"
SUV ",974,2017,31969,02/03/2022,,,54501,1886,1797,1440,2,
3241,https://www.sgcarmart.com/used_cars/info.php?ID=1013077&DL=2077,Toyota,45800,10120,30-Nov-2015,90000,2015,684,Auto,31238,02/03/2022,15768,15768,56001,1342,1497,1045,1,Mid-Sized Sedan
3242,https://www.sgcarmart.com/used_cars/info.php?ID=1070171&DL=3494,Hino,37688,12170,06-Apr-2015,,2015,,Manual,14019,02/03/2022,,28989,45284,1128,4009,2500,1,Truck
3243,https://www.sgcarmart.com/used_cars/info.php?ID=984600&DL=3110,BMW,193000,,N.A.,,Auto,1210,"$28,000",,02/03/2022,,,,,1998,,,SUV
3244,https://www.sgcarmart.com/used_cars/info.php?ID=1069449&DL=3137,Hyundai,13800,7530,13-Jul-2009,,2009,959,Auto,5054,02/03/2022,10335,10335,13786,644,1591,1264,2,Mid-Sized Sedan
3245,https://www.sgcarmart.com/used_cars/info.php?ID=1075599&DL=4032,Toyota,109800,20110,26-May-2016,,2016,1792,Auto,55332,02/03/2022,40943,49321,49156,1523,2493,2030,4,MPV
3246,https://www.sgcarmart.com/used_cars/info.php?ID=1037450&DL=2349,Mazda,54800,11510,29-Apr-2016,,2016,682,Auto,29369,02/03/2022,18853,13853,47300,1496,1496,1324,1,Hatchback
3247,https://www.sgcarmart.com/used_cars/info.php?ID=981638&DL=3175,Volkswagen,81800,8970,14-Jun-2011,94900,2010,1313,Auto,43155,02/03/2022,30860,30860,47316,3316,1984,1393,5,Sports Car
3248,https://www.sgcarmart.com/used_cars/info.php?ID=1072020&DL=3759,Hyundai,72800,10090,02-Oct-2018,37000,2018,738,Auto,30512,02/03/2022,12572,12572,31997,2379,1591,1345,1,Mid-Sized Sedan
3249,https://www.sgcarmart.com/used_cars/info.php?ID=1074472&DL=1172,BMW,139800,123290,16-Nov-2012,79780,2012,4568,Auto,58340,02/03/2022,105312,105312,86889,243,4395,1850,2,Sports Car
3250,https://www.sgcarmart.com/used_cars/info.php?ID=1071331&DL=2416,BMW,125500,26000,29-Sep-2014,111000,2014,2362,Auto,88992,02/03/2022,80530,116954,74403,916,2979,2030,2,SUV
3251,https://www.sgcarmart.com/used_cars/info.php?ID=1059588&DL=2794,Mercedes-Benz,30800,,20-Oct-2015,,2015,,Manual,1821,02/03/2022,,24963,5009,1312,1461,1420,1,Van
3252,https://www.sgcarmart.com/used_cars/info.php?ID=1047526&DL=1240,BMW,161800,14700,04-Oct-2021,,2021,684,Auto,84171,02/03/2022,35415,41581,70002,3496,1499,1375,1,Luxury Sedan
3253,https://www.sgcarmart.com/used_cars/info.php?ID=1067493&DL=1364,Nissan,23800,,02-Jun-2014,,2014,,Manual,8175,02/03/2022,,25081,36301,790,2953,1800,1,Truck
3254,https://www.sgcarmart.com/used_cars/info.php?ID=958454&DL=2292,Toyota,114988,12500,08-Jan-2021,11,2019,682,Auto,39796,02/03/2022,22535,8549,37690,2925,1496,,1,MPV
3255,https://www.sgcarmart.com/used_cars/info.php?ID=1072916&DL=3954,BMW,223000,30320,12-Mar-2018,43000,2018,2362,Auto,83667,02/03/2022,60200,80360,38801,2199,2979,1520,4,Sports Car
3256,https://www.sgcarmart.com/used_cars/info.php?ID=1055181&DL=2200,Mercedes-Benz,509000,43930,29-Jul-2021,5500,"
Luxury Sedan ",2384,2021,199978,02/03/2022,,,60109,3411,2999,1940,1,
3257,https://www.sgcarmart.com/used_cars/info.php?ID=1074865&DL=1000,Toyota,11800,,26-Mar-2012,135000,2012,742,Auto,7882,02/03/2022,15045,15045,57009,3,1598,1195,3,Mid-Sized Sedan
3258,https://www.sgcarmart.com/used_cars/info.php?ID=956304&DL=3906,BMW,75800,8120,03-Aug-2001,152585,2001,2688,Auto,50341,02/03/2022,48062,67287,53932,3383,2494,,,Sports Car
3259,https://www.sgcarmart.com/used_cars/info.php?ID=1069020&DL=1136,Mazda,61800,10540,04-Sep-2017,24962,2017,682,Auto,31390,02/03/2022,17490,7490,46778,2006,1496,1068,1,Hatchback
3260,https://www.sgcarmart.com/used_cars/info.php?ID=1065552&DL=3464,Honda,71800,10320,14-Feb-2009,,2008,1573,Auto,22222,02/03/2022,22248,22248,31933,2221,1998,1312,4,Mid-Sized Sedan
3261,https://www.sgcarmart.com/used_cars/info.php?ID=1046393&DL=3875,BMW,33000,,09-Apr-2012,76000,2011,2362,Auto,22968,02/03/2022,44594,44594,,36,2979,1470,2,Sports Car
3262,https://www.sgcarmart.com/used_cars/info.php?ID=1047385&DL=3597,BMW,275888,29560,11-Sep-2019,19998,2019,2362,Auto,110029,02/03/2022,74742,106536,40001,2743,2979,1650,3,Sports Car
3263,https://www.sgcarmart.com/used_cars/info.php?ID=1073252&DL=2976,Toyota,72800,,02-Jul-2019,38335,2019,,Manual,20954,02/03/2022,,27082,28559,2654,2982,1720,1,Truck
3264,https://www.sgcarmart.com/used_cars/info.php?ID=1064213&DL=2927,BMW,95000,13330,21-Dec-2017,102000,2017,684,Auto,50981,02/03/2022,30858,35202,42339,2103,1499,1480,1,MPV
3265,https://www.sgcarmart.com/used_cars/info.php?ID=926833&DL=1177,Bentley,469000,53060,28-Oct-2011,47500,2011,9079,Auto,35984,02/03/2022,377727,377727,40714,3199,6752,2585,5,Luxury Sedan
3266,https://www.sgcarmart.com/used_cars/info.php?ID=1003199&DL=1000,Fiat,13800,,30-Jun-2008,,2007,,Manual,4471,02/03/2022,,20381,16859,462,1910,1360,3,Van
3267,https://www.sgcarmart.com/used_cars/info.php?ID=1053541&DL=2757,Toyota,61800,19260,25-Mar-2014,100000,2014,1638,Auto,42706,02/03/2022,37226,44117,78700,732,2362,1920,2,MPV
3268,https://www.sgcarmart.com/used_cars/info.php?ID=987928&DL=3301,Toyota,56300,9710,15-Sep-2017,89000,"
Hatchback ",682,2017,27515,02/03/2022,,,42900,2007,1496,1100,2,
3269,https://www.sgcarmart.com/used_cars/info.php?ID=1072061&DL=2927,Nissan,65500,8640,14-Jun-2019,28000,2019,508,Auto,25620,02/03/2022,13467,5000,30009,2646,1198,1048,2,Hatchback
3270,https://www.sgcarmart.com/used_cars/info.php?ID=1059019&DL=2021,Audi,83700,11960,01-Feb-2018,57000,2017,392,Auto,41211,02/03/2022,24162,25827,36890,1834,999,1275,3,Hatchback
3271,https://www.sgcarmart.com/used_cars/info.php?ID=1057328&DL=3393,Toyota,76888,,17-Dec-2021,,2021,,Auto,24364,02/03/2022,,31498,24868,3559,1998,1780,1,Van
3272,https://www.sgcarmart.com/used_cars/info.php?ID=1072207&DL=2080,Honda,55810,14380,29-Sep-2015,101000,2015,682,Auto,26249,02/03/2022,18732,8732,57498,1281,1496,1190,2,SUV
3273,https://www.sgcarmart.com/used_cars/info.php?ID=1021037&DL=2171,Citroen,109800,12400,20-Dec-2019,20000,2019,742,Auto,47654,02/03/2022,24337,26072,36000,2832,1598,1430,1,SUV
3274,https://www.sgcarmart.com/used_cars/info.php?ID=1073315&DL=3281,Mercedes-Benz,125000,39200,31-Jul-2014,,2014,1202,Auto,54274,02/03/2022,49119,60767,73810,858,1991,1585,3,Sports Car
3275,https://www.sgcarmart.com/used_cars/info.php?ID=1074339&DL=3303,Audi,165800,21580,26-Jul-2018,33324,2018,1194,Auto,61305,02/03/2022,45196,55275,31000,2313,1984,1795,1,SUV
3276,https://www.sgcarmart.com/used_cars/info.php?ID=1069217&DL=3283,Mercedes-Benz,41800,14230,10-Jul-2014,90000,2013,740,Auto,24511,02/03/2022,24674,16544,61899,857,1595,1425,3,Hatchback
3277,https://www.sgcarmart.com/used_cars/info.php?ID=1069825&DL=2296,Hyundai,16800,9280,24-Dec-2008,,2008,1033,Auto,4993,02/03/2022,12599,12599,13786,636,1591,1264,3,Mid-Sized Sedan
3278,https://www.sgcarmart.com/used_cars/info.php?ID=1051006&DL=3761,Nissan,50888,,05-May-2018,145382,2017,,Manual,22772,02/03/2022,,25062,36859,2252,2488,1780,1,Van
3279,https://www.sgcarmart.com/used_cars/info.php?ID=1032796&DL=1000,Toyota,109500,10940,05-Apr-2012,123000,2012,1638,Auto,,02/03/2022,43728,43728,,0,2362,1920,2,MPV
3280,https://www.sgcarmart.com/used_cars/info.php?ID=1033061&DL=3892,Ferrari,420000,43840,28-Oct-2011,41000,2009,4855,Auto,58030,02/03/2022,228812,228812,60586,3470,4297,1780,4,Sports Car
3281,https://www.sgcarmart.com/used_cars/info.php?ID=1064642&DL=2875,Audi,209888,24110,28-Mar-2019,17350,2018,1194,Auto,84082,02/03/2022,59287,78717,35403,2560,1984,2050,2,SUV
3282,https://www.sgcarmart.com/used_cars/info.php?ID=1057424&DL=1091,Toyota,63800,18220,09-Jul-2014,120000,2013,1638,Auto,40520,02/03/2022,35607,41850,65501,856,2362,1920,2,MPV
3283,https://www.sgcarmart.com/used_cars/info.php?ID=965280&DL=1059,Toyota,92800,10120,27-May-2011,,2011,1802,Auto,43375,02/03/2022,44006,44006,47316,3323,2362,1920,3,MPV
3284,https://www.sgcarmart.com/used_cars/info.php?ID=1072952&DL=3028,Honda,76000,14780,18-Nov-2016,,2016,682,Auto,33658,02/03/2022,21861,12606,52668,1705,1496,1190,2,SUV
3285,https://www.sgcarmart.com/used_cars/info.php?ID=1075359&DL=3392,Suzuki,55888,,24-Feb-2022,,2021,,Auto,35749,02/03/2022,,14951,35798,3316,658,960,1,Van
3286,https://www.sgcarmart.com/used_cars/info.php?ID=1071901&DL=2969,BMW,163800,14420,09-Feb-2022,28,2021,684,Auto,95987,02/03/2022,34901,40862,83911,3321,1499,1400,1,Hatchback
3287,https://www.sgcarmart.com/used_cars/info.php?ID=1067008&DL=3003,Jaguar,80000,36960,03-May-2004,,2004,6384,Auto,17143,02/03/2022,106469,117116,79203,768,4196,1734,2,Luxury Sedan
3288,https://www.sgcarmart.com/used_cars/info.php?ID=1060923&DL=3754,Toyota,85000,10450,20-Mar-2019,50000,2019,742,Auto,34974,02/03/2022,21858,22602,25556,2562,1598,1230,1,Mid-Sized Sedan
3289,https://www.sgcarmart.com/used_cars/info.php?ID=995081&DL=2387,BMW,488000,47500,26-Mar-2020,10000,"
Sports Car ",778,2017,181007,02/03/2022,,,33301,2923,1499,1485,1,
3290,https://www.sgcarmart.com/used_cars/info.php?ID=1058652&DL=3392,Toyota,66888,,22-Dec-2021,,2021,,Auto,33162,02/03/2022,,27198,33801,3564,1998,1700,1,Van
3291,https://www.sgcarmart.com/used_cars/info.php?ID=1043970&DL=3113,Mercedes-Benz,208800,26280,20-Jul-2017,72318,2017,2382,Auto,127917,02/03/2022,90326,134587,50110,1952,2996,1940,1,Luxury Sedan
3292,https://www.sgcarmart.com/used_cars/info.php?ID=1073146&DL=4103,Volvo,39778,16050,19-Mar-2013,125000,2012,1212,Auto,31394,02/03/2022,38611,46056,58090,371,1999,1768,2,SUV
3293,https://www.sgcarmart.com/used_cars/info.php?ID=1068014&DL=4159,Toyota,146800,14730,01-Apr-2021,12300,"
MPV ",974,2020,58244,02/03/2022,,,49489,3294,1797,1610,1,
3294,https://www.sgcarmart.com/used_cars/info.php?ID=1042712&DL=1000,Volkswagen,94888,10350,28-Mar-2012,106395,2010,1194,Auto,43375,02/03/2022,28642,28642,47316,3323,1984,1339,6,Sports Car
3295,https://www.sgcarmart.com/used_cars/info.php?ID=1017855&DL=3464,Toyota,50800,6700,18-Dec-2009,,2009,889,Auto,22368,02/03/2022,12717,12717,29485,2743,1497,1095,6,Mid-Sized Sedan
3296,https://www.sgcarmart.com/used_cars/info.php?ID=1020463&DL=1000,Volkswagen,138000,,18-Apr-2012,78000,2012,1194,Auto,20191,02/03/2022,38350,38350,80583,35,1984,1466,2,Sports Car
3297,https://www.sgcarmart.com/used_cars/info.php?ID=1066256&DL=3359,Toyota,67800,16590,23-Jul-2014,,2014,3100,Auto,49362,02/03/2022,45875,56225,65301,850,3456,1960,1,MPV
3298,https://www.sgcarmart.com/used_cars/info.php?ID=1061229&DL=2052,BMW,398988,36100,29-Dec-2021,1088,2019,2384,Auto,121224,02/03/2022,64551,88192,56032,3561,2998,1880,1,Luxury Sedan
3299,https://www.sgcarmart.com/used_cars/info.php?ID=1075293&DL=3931,BMW,99800,23770,27-Nov-2014,105000,2014,1210,Auto,61596,02/03/2022,54098,69377,72890,974,1997,1770,3,SUV
3300,https://www.sgcarmart.com/used_cars/info.php?ID=995971&DL=3579,BMW,258888,,N.A.,30,Auto,,Petrol-Electric,,02/03/2022,56000,,,,1998,,,Stationwagon
3301,https://www.sgcarmart.com/used_cars/info.php?ID=1058747&DL=2428,Volkswagen,77800,10000,28-Dec-2018,37000,2018,392,Auto,33503,02/03/2022,19000,19000,28199,2465,999,1190,1,Hatchback
3302,https://www.sgcarmart.com/used_cars/info.php?ID=1075151&DL=4095,Toyota,56800,11780,25-Aug-2016,64000,2016,682,Auto,29333,02/03/2022,17968,7968,53000,1612,1496,1320,3,MPV
3303,https://www.sgcarmart.com/used_cars/info.php?ID=1066584&DL=1220,BMW,53800,45600,06-Dec-2012,100000,2012,2362,Auto,26151,02/03/2022,38134,38134,93004,273,2979,1445,4,Sports Car
3304,https://www.sgcarmart.com/used_cars/info.php?ID=1027790&DL=1220,BMW,45500,13730,26-Nov-2014,140000,2014,742,Auto,29471,02/03/2022,24191,15868,72890,973,1598,1310,3,Hatchback
3305,https://www.sgcarmart.com/used_cars/info.php?ID=1065524&DL=3933,Porsche,163868,16940,16-Jan-2012,99000,2011,3665,Auto,58594,02/03/2022,109060,109060,60586,3504,3605,1760,4,Sports Car
3306,https://www.sgcarmart.com/used_cars/info.php?ID=1075511&DL=3980,Honda,54999,10890,30-Aug-2016,,2016,684,Auto,31955,02/03/2022,17059,12059,52301,1617,1498,1046,1,Hatchback
3307,https://www.sgcarmart.com/used_cars/info.php?ID=1074334&DL=3851,Toyota,123800,14320,17-Jun-2019,60000,2019,1210,Auto,57957,02/03/2022,33306,38629,39728,2649,1998,1695,2,SUV
3308,https://www.sgcarmart.com/used_cars/info.php?ID=1072785&DL=2754,Jaguar,142800,19110,26-Sep-2017,91800,"
SUV ",1812,2016,81901,02/03/2022,,,49189,2008,1999,1770,1,
3309,https://www.sgcarmart.com/used_cars/info.php?ID=1030774&DL=3175,Mercedes-Benz,155000,15780,22-Sep-2020,,2020,684,Auto,58137,02/03/2022,34175,39845,33000,3109,1497,1505,1,Luxury Sedan
3310,https://www.sgcarmart.com/used_cars/info.php?ID=1075346&DL=2726,Honda,48800,8360,01-Feb-2008,,2007,1467,Auto,30258,02/03/2022,17105,17356,51850,2104,1799,1370,4,MPV
3311,https://www.sgcarmart.com/used_cars/info.php?ID=986754&DL=2601,Mazda,53800,10740,15-Apr-2016,93915,2016,1210,Auto,32549,02/03/2022,19126,19126,46667,1492,1998,1535,1,MPV
3312,https://www.sgcarmart.com/used_cars/info.php?ID=1064731&DL=2726,Mercedes-Benz,42388,16830,08-Nov-2013,,2013,740,Auto,28463,02/03/2022,29334,28068,77304,610,1595,1485,2,Luxury Sedan
3313,https://www.sgcarmart.com/used_cars/info.php?ID=1021978&DL=3892,Porsche,645000,56810,02-Jul-2021,68,2020,2364,Auto,226139,02/03/2022,142902,229224,62000,3384,2981,1590,1,Sports Car
3314,https://www.sgcarmart.com/used_cars/info.php?ID=1073455&DL=1060,Isuzu,53800,,02-Jan-2014,,2013,,Manual,8811,02/03/2022,,81793,48001,635,9839,11200,3,Truck
3315,https://www.sgcarmart.com/used_cars/info.php?ID=979741&DL=3214,BMW,87800,22940,28-Aug-2014,84000,2014,1210,Auto,54921,02/03/2022,52420,61356,72810,885,1997,1530,1,Luxury Sedan
3316,https://www.sgcarmart.com/used_cars/info.php?ID=1068544&DL=2642,Volkswagen,110800,10930,25-Jun-2021,12000,2021,392,Auto,57942,02/03/2022,17845,17845,47821,3377,999,1190,1,Hatchback
3317,https://www.sgcarmart.com/used_cars/info.php?ID=1038603&DL=3875,Volkswagen,85888,9630,16-Feb-2011,40000,2010,1313,Auto,38087,02/03/2022,32361,32361,42683,2929,1984,1393,6,Sports Car
3318,https://www.sgcarmart.com/used_cars/info.php?ID=1071580&DL=2648,Honda,60944,11510,17-Nov-2016,38666,2016,682,Auto,33407,02/03/2022,22427,13398,50991,1704,1496,1190,1,SUV
3319,https://www.sgcarmart.com/used_cars/info.php?ID=1052370&DL=2010,Toyota,245988,,N.A.,50,2020,1792,Auto,,02/03/2022,38000,,,,2493,,,MPV
3320,https://www.sgcarmart.com/used_cars/info.php?ID=1065732&DL=3163,BMW,215888,20190,30-Jun-2021,3900,2021,1210,Auto,85528,02/03/2022,45000,55000,58001,3382,1998,1685,2,SUV
3321,https://www.sgcarmart.com/used_cars/info.php?ID=1056781&DL=1177,Audi,359000,34380,30-Apr-2021,3677,"
SUV ",4083,2019,113790,02/03/2022,,,52309,3322,,2565,1,
3322,https://www.sgcarmart.com/used_cars/info.php?ID=1058078&DL=2440,Honda,95800,10940,08-Jan-2020,15000,"
SUV ",682,2018,46142,02/03/2022,,,40009,2560,1496,1280,1,
3323,https://www.sgcarmart.com/used_cars/info.php?ID=1013940&DL=2690,Nissan,58800,11340,30-Sep-2016,34167,2016,508,Auto,32486,02/03/2022,18689,13689,50000,1647,1197,1285,2,SUV
3324,https://www.sgcarmart.com/used_cars/info.php?ID=1039557&DL=2200,Mercedes-Benz,264988,24100,13-Oct-2021,33,"
Stationwagon ",,2021,109974,02/03/2022,,,62600,3495,1991,1795,1,
3325,https://www.sgcarmart.com/used_cars/info.php?ID=1070335&DL=3142,Toyota,50800,7230,09-Mar-2009,130458,2008,887,Auto,17923,02/03/2022,15583,15583,25525,2561,1496,1200,5,Mid-Sized Sedan
3326,https://www.sgcarmart.com/used_cars/info.php?ID=1070019&DL=4114,Audi,73800,8770,13-Sep-2010,,2010,1171,Auto,28261,02/03/2022,36096,36096,33568,3049,1798,1450,3,Luxury Sedan
3327,https://www.sgcarmart.com/used_cars/info.php?ID=1036852&DL=3414,Audi,103800,13100,01-Feb-2010,120000,2009,1552,Auto,31268,02/03/2022,42065,42065,39463,2564,1984,1515,4,Sports Car
3328,https://www.sgcarmart.com/used_cars/info.php?ID=967887&DL=2010,Mercedes-Benz,287988,28530,08-Feb-2021,652,"
SUV ",,2020,93414,02/03/2022,,,49300,2955,1991,1825,1,
3329,https://www.sgcarmart.com/used_cars/info.php?ID=1072480&DL=2291,BMW,127800,11800,25-Jun-2021,3998,2021,684,Auto,71286,02/03/2022,31169,35637,47821,3377,1499,1380,1,Hatchback
3330,https://www.sgcarmart.com/used_cars/info.php?ID=1029587&DL=1060,Nissan,40500,,14-Oct-2016,,2016,,Manual,22312,02/03/2022,,20226,48302,1671,1461,1260,1,Van
3331,https://www.sgcarmart.com/used_cars/info.php?ID=1075881&DL=3860,Honda,61900,8310,13-Aug-2009,,2009,1271,Auto,29761,02/03/2022,26909,26909,39936,2705,1799,1385,3,MPV
3332,https://www.sgcarmart.com/used_cars/info.php?ID=1072526&DL=2794,Mercedes-Benz,150888,22890,17-Jul-2017,,"
SUV ",2038,2017,67301,02/03/2022,,,47501,1949,2143,1845,1,
3333,https://www.sgcarmart.com/used_cars/info.php?ID=1071081&DL=1000,Volkswagen,161888,19610,02-Jun-2020,,1974,280,Auto,,02/03/2022,4852,4852,3357,2980,1795,1325,1,Others
3334,https://www.sgcarmart.com/used_cars/info.php?ID=1043585&DL=3892,Mercedes-Benz,307988,28930,31-Aug-2021,68,"
SUV ",1202,2021,92955,02/03/2022,,,59599,3443,1991,1825,1,
3335,https://www.sgcarmart.com/used_cars/info.php?ID=1070735&DL=1137,Audi,102800,11020,30-Jun-2011,111000,2011,1313,Auto,50327,02/03/2022,53205,53205,53932,3382,1984,1810,3,Sports Car
3336,https://www.sgcarmart.com/used_cars/info.php?ID=1072992&DL=2305,Honda,73800,12370,06-Dec-2017,57000,"
SUV ",682,2017,32570,02/03/2022,,,49996,2098,1496,1280,1,
3337,https://www.sgcarmart.com/used_cars/info.php?ID=1073391&DL=2707,Hyundai,64800,8640,23-Feb-2019,70770,2019,608,Auto,25017,02/03/2022,8866,8866,26301,2220,1368,1115,2,Mid-Sized Sedan
3338,https://www.sgcarmart.com/used_cars/info.php?ID=1054840&DL=3108,Mercedes-Benz,97800,17740,05-Sep-2007,87900,2007,9354,Auto,27757,02/03/2022,149143,164058,50355,2007,5462,1995,1,Sports Car
3339,https://www.sgcarmart.com/used_cars/info.php?ID=1073812&DL=3597,Mazda,82888,11730,30-Apr-2018,66780,2018,1210,Auto,39857,02/03/2022,20787,21102,39000,2227,1998,1472,1,Luxury Sedan
3340,https://www.sgcarmart.com/used_cars/info.php?ID=1075009&DL=2434,Honda,3888,,14-Jun-2007,,2007,1467,Auto,1294,02/03/2022,16354,17990,26246,69,1799,1350,3,MPV
3341,https://www.sgcarmart.com/used_cars/info.php?ID=984159&DL=1189,Toyota,86800,9470,04-May-2011,120000,2010,1802,Auto,43375,02/03/2022,38544,38544,47316,3323,2362,1770,3,MPV
3342,https://www.sgcarmart.com/used_cars/info.php?ID=1071018&DL=2649,MINI,128900,14380,19-Jun-2020,26500,2020,684,Auto,41389,02/03/2022,26423,18993,32699,3016,1499,1170,1,Hatchback
3343,https://www.sgcarmart.com/used_cars/info.php?ID=1073866&DL=2091,Suzuki,40800,6780,06-Mar-2008,,2007,1030,Auto,23618,02/03/2022,12438,13682,39274,2193,1586,1205,5,Mid-Sized Sedan
3344,https://www.sgcarmart.com/used_cars/info.php?ID=1051263&DL=3175,BMW,59000,20870,21-Feb-2014,93000,2013,1210,Auto,35260,02/03/2022,38321,35650,83000,403,1997,1365,3,Sports Car
3345,https://www.sgcarmart.com/used_cars/info.php?ID=1068631&DL=1360,Mercedes-Benz,83800,8440,14-Feb-2012,,2011,742,Auto,53624,02/03/2022,32036,32036,54039,3294,1597,1500,1,Luxury Sedan
3346,https://www.sgcarmart.com/used_cars/info.php?ID=1073225&DL=3283,BMW,82800,10140,25-Feb-2011,112000,2011,1976,Auto,27415,02/03/2022,40369,40369,33568,2958,2497,1650,3,Luxury Sedan
3347,https://www.sgcarmart.com/used_cars/info.php?ID=1000481&DL=1000,Porsche,315000,34050,26-Aug-2011,73000,2011,4002,Auto,45998,02/03/2022,146912,146912,49716,3354,3800,1525,2,Sports Car
3348,https://www.sgcarmart.com/used_cars/info.php?ID=1060591&DL=1027,Volkswagen,36600,11780,26-Nov-2014,110000,2014,620,Auto,23207,02/03/2022,18703,8703,65710,973,1390,1417,1,Mid-Sized Sedan
3349,https://www.sgcarmart.com/used_cars/info.php?ID=1068006&DL=4159,Kia,57800,11460,21-Apr-2016,54000,2016,1212,Auto,33813,02/03/2022,20571,20800,46667,1498,1999,1544,2,MPV
3350,https://www.sgcarmart.com/used_cars/info.php?ID=1074936&DL=3214,Toyota,29800,,23-Feb-2006,,2005,,Manual,12859,02/03/2022,,23810,16400,1104,2494,1740,2,Van
3351,https://www.sgcarmart.com/used_cars/info.php?ID=1055169&DL=1366,Mitsubishi,95800,,02-Dec-2021,,2021,,Manual,26537,02/03/2022,,38847,27200,3534,2998,3460,1,Truck
